drugbank_id,rx_norm_id
DB16023,5775
DB16025,1482633
DB16026,1733688
DB16053,2109241
DB16085,2571813
DB16099,2565814
DB16100,1592893
DB16102,1368134
DB16103,2562811
DB16166,1540882
DB16178,5164
DB16184,2671939
DB16200,2671061
DB16201,1368703
DB16204,2633005
DB16218,2569562
DB16221,2540964
DB16223,2571074
DB16227,2594468
DB16237,1721293
DB16250,2642401
DB16259,2563966
DB16262,2623641
DB16268,2288155
DB16289,2462501
DB16293,1426339
DB16299,2639155
DB16311,2550731
DB16356,2639782
DB16372,2472152
DB16386,2570736
DB16391,2587306
DB16394,2587300
DB16395,1998840
DB16405,2639620
DB16417,1362879
DB16427,2468050
DB16441,1366841
DB16523,2475957
DB16535,1309815
DB16537,2600050
DB16538,285148
DB16539,350202
DB16540,100272
DB16541,1592255
DB16542,2471430
DB16543,2462497
DB16544,2110033
DB16545,1668214
DB16547,2593692
DB16549,2110011
DB16550,1550045
DB16551,2375526
DB16552,39972
DB16553,1492190
DB16554,1600928
DB16556,9968
DB16557,1311501
DB16559,314743
DB16560,1921585
DB16561,1798446
DB16563,30320
DB16565,1307945
DB16567,56790
DB16569,72385
DB16571,20012
DB16573,1307691
DB16576,1314587
DB16577,2479136
DB16583,1310166
DB16584,1999473
DB16585,580117
DB16587,2479040
DB16589,2288428
DB16590,1539816
DB16591,1311127
DB16592,1311479
DB16593,1305720
DB16594,314666
DB16595,1307731
DB16596,360262
DB16597,1656306
DB16598,1311573
DB16599,1309227
DB16601,1309376
DB16602,3419
DB16603,1334747
DB16606,237116
DB16607,1311533
DB16608,90950
DB16611,2583637
DB16612,253157
DB16613,1306187
DB16614,880350
DB16616,1731724
DB16617,1309375
DB16619,1426413
DB16622,91588
DB16625,2531369
DB16628,2531288
DB16629,2562176
DB16630,2385341
DB16632,1429927
DB16633,2479553
DB16634,1307145
DB16635,1311693
DB16636,2359266
DB16637,1309361
DB16639,6086
DB16640,2612087
DB16651,2619426
DB16656,2631083
DB16663,2536430
DB16666,2637392
DB16673,2644447
DB16679,2587892
DB16692,2557372
DB16695,2549198
DB16697,2604578
DB16700,2557200
DB16702,2564025
DB16704,2639089
DB16705,2561244
DB16706,2562555
DB16707,2667433
DB16709,2626471
DB16710,2566297
DB16711,2566296
DB16712,2566295
DB16714,2566291
DB16715,2566292
DB16716,2566293
DB16717,2566294
DB16718,2564395
DB16720,2562554
DB16728,2571093
DB16733,2626460
DB16737,2594775
DB16739,2612527
DB16747,2592360
DB16756,1362735
DB16772,2597053
DB16779,2626727
DB16792,2641675
DB16803,2670644
DB16827,1310554
DB16828,1362905
DB16840,1923619
DB16843,1362930
DB16854,1368148
DB16855,2585446
DB16859,31538
DB16860,1426889
DB16863,1848
DB16864,20823
DB16865,2531311
DB16866,1314354
DB16867,1363049
DB16868,1310546
DB16869,1312611
DB16873,37106
DB16883,2467840
DB16891,2610349
DB16901,2607735
DB16902,2605083
DB16904,2605725
DB16911,2605723
DB16915,2605724
DB16916,2593400
DB16918,1661329
DB16922,1366930
DB16930,2375522
DB16957,1426778
DB17045,2530132
DB17067,2621019
DB17084,2618720
DB17085,2610243
DB17089,2637354
DB17133,2591813
DB17297,1603852
DB17309,26506
DB17311,1491871
DB17325,2644435
DB17382,2626219
DB17387,2626723
DB17450,2629338
DB17473,158660
DB17609,1314350
DB17615,2675287
DB17636,8226
DB17641,1653517
DB17706,2532931
DB17722,2636536
DB17744,2630221
DB17752,1486516
DB17762,2636588
DB17763,119246
DB17766,214485
DB17819,2637547
DB17824,2637758
DB17832,2637946
DB17852,1338933
DB17915,2612452
DB17930,2642217
DB17962,1998841
DB17993,2642276
DB17996,2641877
DB17997,595
DB18001,1605101
DB18002,164423
DB18003,1805438
DB18215,2664725
DB18228,2664825
DB18229,1730445
DB18233,1492039
DB18253,2621720
DB18314,1673068
DB18494,1546382
DB18510,2377030
DB18533,1546417
DB18589,1426608
DB18608,1942960
DB18635,2645084
DB18662,2103294
DB18666,2671958
DB18681,2673238
DB18702,2670630
DB18705,2642138
DB18714,2642139
DB18715,90249
